5252	2700	12859	2	3	2	116.3133903 40.0818912,116.3146779 40.0826179|2399,2700,116.3133903 40.0818912;1821,2700,116.3133903 40.0818912;6320,2700,116.3133903 40.0818912;3722,2700,116.3133903 40.0818912;6882,2700,116.3133903 40.0818912;7049,2700,116.3133903 40.0818912
6616	14290	6392	2	3	2	116.2980987 40.0910729,116.2988864 40.0920385|493,14290,116.2980987 40.0910729;2259,14290,116.2980987 40.0910729;200,14290,116.2980987 40.0910729;2770,14290,116.2980987 40.0910729;7518,14290,116.2980987 40.0910729;3588,14290,116.2980987 40.0910729;6246,14290,116.2980987 40.0910729
3764	9433	4332	2	3	2	116.3084914 40.0698146,116.3107404 40.0700363|340,9433,116.3084914 40.0698146;2218,9433,116.3084914 40.0698146;6369,9433,116.3084914 40.0698146;3751,9433,116.3084914 40.0698146;3798,9433,116.3084914 40.0698146;7228,9433,116.3084914 40.0698146
2934	3988	5051	2	3	2	116.3080022 40.0678382,116.3090434 40.0688106|4072,3988,116.3080022 40.0678382;6810,3988,116.3080022 40.0678382;356,3988,116.3080022 40.0678382;4245,3988,116.3080022 40.0678382;4594,3988,116.3080022 40.0678382
6393	13221	5223	2	3	2	116.2967353 40.0313717,116.2986248 40.0319659|4271,13221,116.2967353 40.0313717;435,13221,116.2967353 40.0313717;7463,13221,116.2967353 40.0313717;148,13221,116.2967353 40.0313717;3015,13221,116.2967353 40.0313717;3762,13221,116.2967353 40.0313717
4320	13466	5550	2	3	2	116.2933311 40.0231781,116.2946375 40.0240632|7923,13466,116.2933311 40.0231781;5723,13466,116.2933311 40.0231781;2972,13466,116.2933311 40.0231781;6737,13466,116.2933311 40.0231781;335,13466,116.2933311 40.0231781;2237,13466,116.2933311 40.0231781
5947	11698	5211	2	3	2	116.2862008 40.0322997,116.287547 40.0327038|7940,11698,116.2862008 40.0322997;4345,11698,116.2862008 40.0322997;2291,11698,116.2862008 40.0322997;1,11698,116.2862008 40.0322997;3533,11698,116.2862008 40.0322997
4653	2076	15313	2	3	2	116.3410345 40.0351505,116.342467 40.0354777|4337,2076,116.3410345 40.0351505;6144,2076,116.3410345 40.0351505;6415,2076,116.3410345 40.0351505;311,2076,116.3410345 40.0351505;7143,2076,116.3410345 40.0351505
1740	13754	4449	2	3	2	116.341232 40.0340097,116.3425001 40.0345759|5477,13754,116.341232 40.0340097;6415,13754,116.341232 40.0340097;1021,13754,116.341232 40.0340097;7473,13754,116.341232 40.0340097
1996	155	12115	2	3	2	116.3413684 40.0292406,116.3423143 40.030335|6347,155,116.3413684 40.0292406;1709,155,116.3413684 40.0292406;2761,155,116.3413684 40.0292406;3848,155,116.3413684 40.0292406;3229,155,116.3413684 40.0292406
5309	11704	2820	2	3	2	116.2981237 40.0337591,116.2984879 40.0340481|3607,11704,116.2981237 40.0337591;79,11704,116.2981237 40.0337591;4139,11704,116.2981237 40.0337591;3690,11704,116.2981237 40.0337591
2223	386	9473	2	3	2	116.340534 40.0872543,116.3425934 40.0876938|4941,386,116.340534 40.0872543;7305,386,116.340534 40.0872543;5435,386,116.340534 40.0872543;2031,386,116.340534 40.0872543
6243	15976	8453	2	3	2	116.3404602 40.0883551,116.3417309 40.0887845|119,15976,116.3404602 40.0883551;2472,15976,116.3404602 40.0883551;1955,15976,116.3404602 40.0883551;1390,15976,116.3404602 40.0883551
4568	9807	1468	2	3	2	116.335895 40.0743761,116.3368486 40.075154|5888,9807,116.335895 40.0743761;5985,9807,116.335895 40.0743761;1770,9807,116.335895 40.0743761;128,9807,116.335895 40.0743761;6429,9807,116.335895 40.0743761
4681	10570	16015	2	3	2	116.3467902 40.0854117,116.3478264 40.0858572|8503,10570,116.3467902 40.0854117;858,10570,116.3467902 40.0854117;3779,10570,116.3467902 40.0854117;949,10570,116.3467902 40.0854117
7261	3877	1959	2	3	2	116.3348091 40.0566313,116.3359182 40.0574243|5748,3877,116.3348091 40.0566313;7734,3877,116.3348091 40.0566313;5828,3877,116.3348091 40.0566313;907,3877,116.3348091 40.0566313;5145,3877,116.3348091 40.0566313
4521	160	15133	2	3	2	116.324936 40.044988,116.325482 40.046883|6148,160,116.324936 40.044988;3461,160,116.324936 40.044988;7506,160,116.324936 40.044988;6308,160,116.324936 40.044988
6417	7228	5676	2	3	2	116.3099045 40.0612139,116.31136 40.0618465|2108,7228,116.3099045 40.0612139;1768,7228,116.3099045 40.0612139;6109,7228,116.3099045 40.0612139;5254,7228,116.3099045 40.0612139
527	11458	15576	2	3	2	116.3101993 40.0568043,116.3114578 40.0573218|3647,11458,116.3101993 40.0568043;4444,11458,116.3101993 40.0568043;8319,11458,116.3101993 40.0568043;634,11458,116.3101993 40.0568043;5882,11458,116.3101993 40.0568043;1978,11458,116.3101993 40.0568043
7920	10648	11301	2	3	2	116.3456671 40.0455011,116.347132 40.046676|2252,10648,116.3456671 40.0455011;6960,10648,116.3456671 40.0455011;2982,10648,116.3456671 40.0455011
2941	6572	612	2	3	2	116.3444455 40.0470868,116.3468987 40.0474685|1634,6572,116.3444455 40.0470868;1397,6572,116.3444455 40.0470868;2624,6572,116.3444455 40.0470868;4251,6572,116.3444455 40.0470868
1094	15768	12778	2	3	2	116.3379545 40.0480131,116.3392539 40.0490514|4000,15768,116.3379545 40.0480131;1327,15768,116.3379545 40.0480131;4121,15768,116.3379545 40.0480131;2088,15768,116.3379545 40.0480131;7842,15768,116.3379545 40.0480131
8357	13364	9937	2	3	2	116.3121807 40.0662701,116.3131279 40.0671815|6528,13364,116.3121807 40.0662701;6224,13364,116.3121807 40.0662701;5506,13364,116.3121807 40.0662701;4236,13364,116.3121807 40.0662701;2245,13364,116.3121807 40.0662701;1060,13364,116.3121807 40.0662701
7569	6375	9530	2	3	2	116.3215783 40.0667657,116.322502 40.067269|4300,6375,116.3215783 40.0667657;5821,6375,116.3215783 40.0667657;5824,6375,116.3215783 40.0667657
3616	14322	1952	2	3	2	116.2933801 40.0690934,116.2950296 40.069901|4806,14322,116.2933801 40.0690934;6691,14322,116.2933801 40.0690934;5209,14322,116.2933801 40.0690934;4191,14322,116.2933801 40.0690934;2989,14322,116.2933801 40.0690934
2383	5385	5922	2	3	2	116.3185817 40.0908259,116.318936 40.0918041|3966,5385,116.3185817 40.0908259;4109,5385,116.3185817 40.0908259;1450,5385,116.3185817 40.0908259;8475,5385,116.3185817 40.0908259;7047,5385,116.3185817 40.0908259
4662	11728	926	2	3	2	116.2983653 40.0518219,116.3000871 40.0522253|7551,11728,116.2983653 40.0518219;3521,11728,116.2983653 40.0518219;1373,11728,116.2983653 40.0518219;8144,11728,116.2983653 40.0518219;1108,11728,116.2983653 40.0518219
8352	12267	9589	2	3	2	116.3020285 40.0673077,116.302633 40.068203|189,12267,116.3020285 40.0673077;5075,12267,116.3020285 40.0673077;4360,12267,116.3020285 40.0673077;4791,12267,116.3020285 40.0673077;5173,12267,116.3020285 40.0673077
3197	6865	52	2	3	2	116.3455984 40.0438316,116.3461035 40.0451296|3185,6865,116.3455984 40.0438316;3237,6865,116.3455984 40.0438316;6604,6865,116.3455984 40.0438316;436,6865,116.3455984 40.0438316;3131,6865,116.3455984 40.0438316;6840,6865,116.3455984 40.0438316
5868	4011	12505	2	3	2	116.3472948 40.0438756,116.3482482 40.0443507|2858,4011,116.3472948 40.0438756;7024,4011,116.3472948 40.0438756;7574,4011,116.3472948 40.0438756
765	11806	12062	2	3	2	116.3011666 40.037534,116.302793 40.037964|1602,11806,116.3011666 40.037534;1130,11806,116.3011666 40.037534;986,11806,116.3011666 40.037534
1669	14282	5718	2	3	2	116.317838 40.0324439,116.318598 40.0329984|548,14282,116.317838 40.0324439;2142,14282,116.317838 40.0324439;6460,14282,116.317838 40.0324439
3328	12111	14118	2	3	2	116.3081017 40.0738376,116.3092313 40.0744952|4729,12111,116.3081017 40.0738376;2155,12111,116.3081017 40.0738376
560	6954	14532	2	3	2	116.3399893 40.0595106,116.3403093 40.0613577|4579,6954,116.3399893 40.0595106;4471,6954,116.3399893 40.0595106;885,6954,116.3399893 40.0595106
5605	1963	1119	2	3	2	116.3094129 40.0292604,116.3101157 40.0295852|6712,1963,116.3094129 40.0292604;3667,1963,116.3094129 40.0292604;7462,1963,116.3094129 40.0292604;2641,1963,116.3094129 40.0292604;6260,1963,116.3094129 40.0292604;1404,1963,116.3094129 40.0292604
3467	833	13963	2	3	2	116.304825 40.086835,116.3057907 40.0875231|552,833,116.304825 40.086835;3937,833,116.304825 40.086835;5153,833,116.304825 40.086835;7853,833,116.304825 40.086835
4819	8418	6278	2	3	2	116.3066163 40.0350072,116.3071063 40.0355356|5407,8418,116.3066163 40.0350072;1211,8418,116.3066163 40.0350072;5643,8418,116.3066163 40.0350072;1068,8418,116.3066163 40.0350072;1946,8418,116.3066163 40.0350072;3814,8418,116.3066163 40.0350072;7934,8418,116.3066163 40.0350072;5239,8418,116.3066163 40.0350072
3814	10359	14961	2	3	2	116.3071063 40.0353097,116.3097472 40.035942|4698,10359,116.3071063 40.0353097;3741,10359,116.3071063 40.0353097;4819,10359,116.3071063 40.0353097
372	6074	3194	2	3	2	116.3332348 40.0397495,116.3344086 40.0405922|5835,6074,116.3332348 40.0397495;4834,6074,116.3332348 40.0397495;3443,6074,116.3332348 40.0397495;8265,6074,116.3332348 40.0397495;6436,6074,116.3332348 40.0397495;1261,6074,116.3332348 40.0397495
457	9161	3759	2	3	2	116.3135347 40.0321898,116.3146424 40.032754|2020,9161,116.3135347 40.0321898;7220,9161,116.3135347 40.0321898;3490,9161,116.3135347 40.0321898;1567,9161,116.3135347 40.0321898;4665,9161,116.3135347 40.0321898;1082,9161,116.3135347 40.0321898
7774	14693	12916	2	3	2	116.3126519 40.0574796,116.315039 40.0585394|2049,14693,116.3126519 40.0574796;6535,14693,116.3126519 40.0574796;4660,14693,116.3126519 40.0574796;1926,14693,116.3126519 40.0574796;1788,14693,116.3126519 40.0574796
2871	13211	1647	2	3	2	116.3083885 40.0567159,116.3091864 40.0573441|4802,13211,116.3083885 40.0567159;5712,13211,116.3083885 40.0567159;3508,13211,116.3083885 40.0567159;168,13211,116.3083885 40.0567159
962	1844	4385	2	3	2	116.3065171 40.0423637,116.3072083 40.0430055|7691,1844,116.3065171 40.0423637;4977,1844,116.3065171 40.0423637;381,1844,116.3065171 40.0423637;7782,1844,116.3065171 40.0423637;8300,1844,116.3065171 40.0423637
3472	10744	10622	2	3	2	116.3290633 40.0769243,116.3305717 40.0773845|2003,10744,116.3290633 40.0769243;2750,10744,116.3290633 40.0769243;2886,10744,116.3290633 40.0769243;6219,10744,116.3290633 40.0769243;3755,10744,116.3290633 40.0769243
4729	728	14991	2	3	2	116.3074629 40.0743281,116.3088183 40.0763384|3328,728,116.3074629 40.0743281;7104,728,116.3074629 40.0743281;7173,728,116.3074629 40.0743281
1879	11764	6095	2	3	2	116.334267 40.0361142,116.3351825 40.0366148|6033,11764,116.334267 40.0361142;5035,11764,116.334267 40.0361142;4393,11764,116.334267 40.0361142;853,11764,116.334267 40.0361142
2125	15197	3601	2	3	2	116.3125693 40.0546754,116.3136579 40.0555545|5428,15197,116.3125693 40.0546754;4400,15197,116.3125693 40.0546754;2445,15197,116.3125693 40.0546754;4733,15197,116.3125693 40.0546754
5920	2378	14495	2	3	2	116.3170102 40.0588854,116.3179389 40.0592494|2049,2378,116.3170102 40.0588854;6072,2378,116.3170102 40.0588854;2912,2378,116.3170102 40.0588854;3302,2378,116.3170102 40.0588854;4881,2378,116.3170102 40.0588854;4029,2378,116.3170102 40.0588854
2920	9035	12793	2	3	2	116.3373723 40.0586791,116.3401202 40.059186|3512,9035,116.3373723 40.0586791;8179,9035,116.3373723 40.0586791;5380,9035,116.3373723 40.0586791
6364	5533	4403	2	3	2	116.325181 40.0610997,116.3260117 40.0619716|1438,5533,116.325181 40.0610997;5851,5533,116.325181 40.0610997;3817,5533,116.325181 40.0610997;6311,5533,116.325181 40.0610997;6916,5533,116.325181 40.0610997;308,5533,116.325181 40.0610997
139	12079	3152	2	3	2	116.3279518 40.0808963,116.328957 40.0813832|5405,12079,116.3279518 40.0808963;3432,12079,116.3279518 40.0808963
2347	11095	2452	2	3	2	116.3118626 40.0491174,116.3134631 40.0499247|5126,11095,116.3118626 40.0491174;6506,11095,116.3118626 40.0491174;2425,11095,116.3118626 40.0491174
5447	13356	16070	2	3	2	116.3483252 40.0740078,116.3497508 40.0747251|4714,13356,116.3483252 40.0740078;6699,13356,116.3483252 40.0740078;8507,13356,116.3483252 40.0740078;4252,13356,116.3483252 40.0740078;3627,13356,116.3483252 40.0740078
1662	3211	1354	2	3	2	116.3438625 40.0876397,116.3442492 40.0888564|4903,3211,116.3438625 40.0876397;847,3211,116.3438625 40.0876397;3313,3211,116.3438625 40.0876397
4198	2554	1926	2	3	2	116.2667891 40.0299017,116.2671089 40.0308896|8496,2554,116.2667891 40.0299017;3677,2554,116.2667891 40.0299017;5511,2554,116.2667891 40.0299017
3752	678	14407	2	3	2	116.3156097 40.0262963,116.3163772 40.0267634|4838,678,116.3156097 40.0262963;8095,678,116.3156097 40.0262963;1247,678,116.3156097 40.0262963;3887,678,116.3156097 40.0262963;4812,678,116.3156097 40.0262963;6524,678,116.3156097 40.0262963
2343	9905	12717	2	3	2	116.3089984 40.0735368,116.3146525 40.080824|2870,9905,116.3089984 40.0735368;8471,9905,116.3089984 40.0735368
1845	3178	12235	2	3	2	116.3423082 40.0661896,116.3424212 40.0680278|6329,3178,116.3423082 40.0661896;3945,3178,116.3423082 40.0661896;1015,3178,116.3423082 40.0661896
3585	4330	12828	2	3	2	116.3293395 40.0860742,116.3300971 40.0866025|5982,4330,116.3293395 40.0860742;3427,4330,116.3293395 40.0860742
6848	8428	11844	2	3	2	116.3381231 40.0635858,116.339659 40.0639828|852,8428,116.3381231 40.0635858;7035,8428,116.3381231 40.0635858;3808,8428,116.3381231 40.0635858;1326,8428,116.3381231 40.0635858;344,8428,116.3381231 40.0635858
6376	4532	4427	2	3	2	116.2936108 40.0295229,116.2944096 40.0299988|7164,4532,116.2936108 40.0295229;1156,4532,116.2936108 40.0295229;5441,4532,116.2936108 40.0295229;4274,4532,116.2936108 40.0295229
2512	8479	13491	2	3	2	116.2926317 40.029417,116.2935276 40.0303383|1484,8479,116.2926317 40.029417;7164,8479,116.2926317 40.029417;8149,8479,116.2926317 40.029417;4274,8479,116.2926317 40.029417
623	8141	1490	2	3	2	116.321239 40.0338665,116.3224244 40.0345046|2216,8141,116.321239 40.0338665;4437,8141,116.321239 40.0338665;840,8141,116.321239 40.0338665
3093	1675	2476	2	3	2	116.3380725 40.0601834,116.3392199 40.0607728|3119,1675,116.3380725 40.0601834;4892,1675,116.3380725 40.0601834
5966	11686	7653	2	3	2	116.3372993 40.0622307,116.339235 40.0626534|7003,11686,116.3372993 40.0622307;1829,11686,116.3372993 40.0622307;2265,11686,116.3372993 40.0622307
4723	3646	12072	2	3	2	116.3327901 40.0637498,116.3343574 40.0641534|3329,3646,116.3327901 40.0637498;6100,3646,116.3327901 40.0637498;5061,3646,116.3327901 40.0637498;3957,3646,116.3327901 40.0637498
2450	746	8311	2	3	2	116.3226364 40.0584709,116.3234157 40.0590817|5472,746,116.3226364 40.0584709;1594,746,116.3226364 40.0584709
7246	14196	8553	2	3	2	116.2699838 40.022314,116.271539 40.0229894|2141,14196,116.2699838 40.022314;8461,14196,116.2699838 40.022314
4608	2899	16394	2	3	2	116.2707465 40.0307191,116.2716586 40.0313178|6757,2899,116.2707465 40.0307191;2156,2899,116.2707465 40.0307191;8437,2899,116.2707465 40.0307191
902	10675	8059	2	3	2	116.2691661 40.0782895,116.2707179 40.0790358|4837,10675,116.2691661 40.0782895;4820,10675,116.2691661 40.0782895;7444,10675,116.2691661 40.0782895;460,10675,116.2691661 40.0782895;531,10675,116.2691661 40.0782895
1557	14989	13561	2	3	2	116.3280399 40.0737142,116.3291765 40.0748322|1216,14989,116.3280399 40.0737142;1238,14989,116.3280399 40.0737142;3392,14989,116.3280399 40.0737142;7265,14989,116.3280399 40.0737142;1317,14989,116.3280399 40.0737142
7317	4108	14293	2	3	2	116.3209288 40.0715918,116.3226216 40.0719232|6411,4108,116.3209288 40.0715918;7519,4108,116.3209288 40.0715918;2848,4108,116.3209288 40.0715918;516,4108,116.3209288 40.0715918
4808	8257	1611	2	3	2	116.3051225 40.0763089,116.3060701 40.0766684|6525,8257,116.3051225 40.0763089;2819,8257,116.3051225 40.0763089
4286	3996	4694	2	3	2	116.3316408 40.0767907,116.333309 40.0771904|1452,3996,116.3316408 40.0767907;4458,3996,116.3316408 40.0767907;4975,3996,116.3316408 40.0767907;6070,3996,116.3316408 40.0767907
5527	5705	14	2	3	2	116.305563 40.0784411,116.3067263 40.0794283|3191,5705,116.305563 40.0784411;7804,5705,116.305563 40.0784411;5928,5705,116.305563 40.0784411;1447,5705,116.305563 40.0784411
8472	7931	8438	2	3	2	116.3318585 40.0348116,116.3330997 40.0353099|6602,7931,116.3318585 40.0348116;6782,7931,116.3318585 40.0348116
2575	9906	6904	2	3	2	116.3039803 40.0794149,116.3054774 40.0804549|6795,9906,116.3039803 40.0794149;6527,9906,116.3039803 40.0794149;5686,9906,116.3039803 40.0794149;6019,9906,116.3039803 40.0794149;3853,9906,116.3039803 40.0794149;6025,9906,116.3039803 40.0794149;7262,9906,116.3039803 40.0794149
5393	16066	6096	2	3	2	116.3276006 40.08548,116.3290152 40.0859603|7834,16066,116.3276006 40.08548;8517,16066,116.3276006 40.08548;4623,16066,116.3276006 40.08548;5982,16066,116.3276006 40.08548
3556	8890	11208	2	3	2	116.3009785 40.0843478,116.3020675 40.0856308|8110,8890,116.3009785 40.0843478;2783,8890,116.3009785 40.0843478;1098,8890,116.3009785 40.0843478
4917	5877	8581	2	3	2	116.2954244 40.0778624,116.2968559 40.0785801|2271,5877,116.2954244 40.0778624;987,5877,116.2954244 40.0778624;2447,5877,116.2954244 40.0778624;3072,5877,116.2954244 40.0778624;7428,5877,116.2954244 40.0778624
3015	11022	15088	2	3	2	116.2977776 40.0309766,116.2989326 40.0314279|6813,11022,116.2977776 40.0309766;640,11022,116.2977776 40.0309766;4589,11022,116.2977776 40.0309766;6393,11022,116.2977776 40.0309766;1146,11022,116.2977776 40.0309766
7291	11105	1361	2	3	2	116.3192319 40.0798503,116.3200722 40.0808671|3629,11105,116.3192319 40.0798503;7427,11105,116.3192319 40.0798503;4107,11105,116.3192319 40.0798503;8362,11105,116.3192319 40.0798503;1018,11105,116.3192319 40.0798503
8381	11765	11995	2	3	2	116.337633 40.0922489,116.3388037 40.0928008|8171,11765,116.337633 40.0922489;8284,11765,116.337633 40.0922489;4815,11765,116.337633 40.0922489;6821,11765,116.337633 40.0922489;4652,11765,116.337633 40.0922489;59,11765,116.337633 40.0922489
2867	10220	7274	2	3	2	116.3099515 40.0323136,116.3112592 40.0330747|6879,10220,116.3099515 40.0323136;6581,10220,116.3099515 40.0323136;175,10220,116.3099515 40.0323136;5833,10220,116.3099515 40.0323136
4402	3086	5868	2	3	2	116.2668426 40.0809335,116.2682805 40.0818559|4409,3086,116.2668426 40.0809335;4933,3086,116.2668426 40.0809335;8001,3086,116.2668426 40.0809335;3177,3086,116.2668426 40.0809335
5162	6886	5023	2	3	2	116.2709205 40.0794208,116.2729886 40.0801092|4142,6886,116.2709205 40.0794208;6526,6886,116.2709205 40.0794208;3592,6886,116.2709205 40.0794208;8022,6886,116.2709205 40.0794208
8349	16036	5188	2	3	2	116.2692672 40.0520542,116.2701387 40.0526731|751,16036,116.2692672 40.0520542;8384,16036,116.2692672 40.0520542;1970,16036,116.2692672 40.0520542
5616	10649	2079	2	3	2	116.2998366 40.0897043,116.3004237 40.0906487|992,10649,116.2998366 40.0897043;3699,10649,116.2998366 40.0897043;7255,10649,116.2998366 40.0897043;4605,10649,116.2998366 40.0897043;2943,10649,116.2998366 40.0897043
187	13005	14595	2	3	2	116.3455415 40.052305,116.3467444 40.0532786|1224,13005,116.3455415 40.052305;6775,13005,116.3455415 40.052305;8378,13005,116.3455415 40.052305;5438,13005,116.3455415 40.052305
143	13497	3752	2	3	2	116.3235508 40.0625384,116.3247625 40.0645144|6654,13497,116.3235508 40.0625384;1451,13497,116.3235508 40.0625384;6916,13497,116.3235508 40.0625384;3595,13497,116.3235508 40.0625384;6738,13497,116.3235508 40.0625384;587,13497,116.3235508 40.0625384
1677	2995	13923	2	3	2	116.2922435 40.0329585,116.2932616 40.0334533|3010,2995,116.2922435 40.0329585;5057,2995,116.2922435 40.0329585;2796,2995,116.2922435 40.0329585;7176,2995,116.2922435 40.0329585;375,2995,116.2922435 40.0329585
8021	4228	10711	2	3	2	116.2842455 40.0713202,116.2853023 40.07188|7713,4228,116.2842455 40.0713202;3007,4228,116.2842455 40.0713202;2328,4228,116.2842455 40.0713202;7564,4228,116.2842455 40.0713202;7272,4228,116.2842455 40.0713202;2549,4228,116.2842455 40.0713202;7810,4228,116.2842455 40.0713202
5016	12129	4102	2	3	2	116.3169991 40.0748755,116.3178553 40.0757481|2034,12129,116.3169991 40.0748755;566,12129,116.3169991 40.0748755;556,12129,116.3169991 40.0748755
3554	3027	4957	2	3	2	116.2782769 40.0868369,116.2797609 40.088181|2234,3027,116.2782769 40.0868369;1628,3027,116.2782769 40.0868369;1742,3027,116.2782769 40.0868369;280,3027,116.2782769 40.0868369
3088	12554	256	2	3	2	116.3464689 40.052901,116.3476347 40.05407|6775,12554,116.3464689 40.052901;6396,12554,116.3464689 40.052901
1565	10436	13793	2	3	2	116.272274 40.077534,116.2739906 40.0780822|5518,10436,116.272274 40.077534;491,10436,116.272274 40.077534;3450,10436,116.272274 40.077534
6249	8352	436	2	3	2	116.3324084 40.067811,116.3337253 40.0683509|7720,8352,116.3324084 40.067811;836,8352,116.3324084 40.067811;5904,8352,116.3324084 40.067811;4781,8352,116.3324084 40.067811;348,8352,116.3324084 40.067811
1030	6204	7567	2	3	2	116.3400566 40.0520814,116.3407704 40.0524802|4429,6204,116.3400566 40.0520814;397,6204,116.3400566 40.0520814;6872,6204,116.3400566 40.0520814
7787	6307	14078	2	3	2	116.2723902 40.0609283,116.2738845 40.0613398|1646,6307,116.2723902 40.0609283;7237,6307,116.2723902 40.0609283;2992,6307,116.2723902 40.0609283
4694	15340	13245	2	3	2	116.2758766 40.0233304,116.2775823 40.0245371|3649,15340,116.2758766 40.0233304;4789,15340,116.2758766 40.0233304;7738,15340,116.2758766 40.0233304;8052,15340,116.2758766 40.0233304;7177,15340,116.2758766 40.0233304
7540	15059	12744	2	3	2	116.3290018 40.0567151,116.3304025 40.0582718|1092,15059,116.3290018 40.0567151;3743,15059,116.3290018 40.0567151;6523,15059,116.3290018 40.0567151;5107,15059,116.3290018 40.0567151
7112	11547	8593	2	3	2	116.32562 40.0814445,116.3267143 40.0832264|8083,11547,116.32562 40.0814445;3018,11547,116.32562 40.0814445;2179,11547,116.32562 40.0814445;5127,11547,116.32562 40.0814445;1931,11547,116.32562 40.0814445;3812,11547,116.32562 40.0814445
1453	11509	9212	2	3	2	116.2983752 40.0296255,116.2993207 40.0298677|4162,11509,116.2983752 40.0296255;1533,11509,116.2983752 40.0296255
55	16147	8242	2	3	2	116.3237441 40.0865369,116.324289 40.0872365|2024,16147,116.3237441 40.0865369;2221,16147,116.3237441 40.0865369;1483,16147,116.3237441 40.0865369
2353	16542	5392	2	3	2	116.3410375 40.048217,116.3417248 40.0485875|1414,16542,116.3410375 40.048217;1471,16542,116.3410375 40.048217
3145	1746	2026	2	3	2	116.3481249 40.0394009,116.3490425 40.0399262|5178,1746,116.3481249 40.0394009;4773,1746,116.3481249 40.0394009;3707,1746,116.3481249 40.0394009;6152,1746,116.3481249 40.0394009
6009	5319	6003	2	3	2	116.326688 40.0435426,116.3272106 40.0445201|4632,5319,116.326688 40.0435426;2524,5319,116.326688 40.0435426
7567	5866	1440	2	3	2	116.2809488 40.0303812,116.2817982 40.0308795|1561,5866,116.2809488 40.0303812;803,5866,116.2809488 40.0303812;7299,5866,116.2809488 40.0303812;4051,5866,116.2809488 40.0303812;680,5866,116.2809488 40.0303812;4004,5866,116.2809488 40.0303812
7369	12275	16308	2	3	2	116.3120333 40.0339629,116.3123784 40.0354398|2050,12275,116.3120333 40.0339629;3562,12275,116.3120333 40.0339629
5175	9185	14983	2	3	2	116.3119585 40.0516022,116.3127113 40.0525895|5825,9185,116.3119585 40.0516022;4279,9185,116.3119585 40.0516022;619,9185,116.3119585 40.0516022
256	3469	4510	2	3	2	116.2682782 40.032459,116.2687786 40.0329942|1767,3469,116.2682782 40.032459;4522,3469,116.2682782 40.032459;1913,3469,116.2682782 40.032459
627	15779	8689	2	3	2	116.290438 40.0592468,116.2918966 40.0598482|2312,15779,116.290438 40.0592468;5487,15779,116.290438 40.0592468;2092,15779,116.290438 40.0592468;2980,15779,116.290438 40.0592468
4937	4719	5290	2	3	2	116.3426739 40.0286782,116.3431814 40.029898|2311,4719,116.3426739 40.0286782;1763,4719,116.3426739 40.0286782;2181,4719,116.3426739 40.0286782
3390	1638	6059	2	3	2	116.2919984 40.0447355,116.2937585 40.0456432|1444,1638,116.2919984 40.0447355;5709,1638,116.2919984 40.0447355
8468	3805	3726	2	3	2	116.2701953 40.0331886,116.271164 40.0338876|1633,3805,116.2701953 40.0331886;2400,3805,116.2701953 40.0331886;3654,3805,116.2701953 40.0331886;7659,3805,116.2701953 40.0331886
